Rep	Year	RepSeason	PatchID	Ncells	Species	NInd	Nfemales_stage1	Nmales_stage1	Nfemales_stage2	Nmales_stage2	Nfemales_stage3	Nmales_stage3	NJuvFemales	NJuvMales
2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
2	5	0	25	1229	0	4	1	3	0	0	0	0	0	0
2	5	0	27	183	0	5	2	0	0	0	1	2	2	0
2	5	0	29	242	0	6	3	0	0	1	2	0	0	0
2	6	0	0	0	0	0	0	0	0	0	0	0	0	0
2	6	0	25	1229	0	2	0	0	1	1	0	0	0	0
2	6	0	27	183	0	5	1	0	1	0	1	2	1	1
2	6	0	29	242	0	5	1	0	1	0	2	1	1	4
2	7	0	0	0	0	0	0	0	0	0	0	0	0	0
2	7	0	25	1229	0	5	2	2	0	0	1	0	0	0
2	7	0	27	183	0	5	0	2	0	0	1	2	2	0
2	7	0	29	242	0	5	0	1	0	0	3	1	3	6
2	8	0	0	0	0	0	0	0	0	0	0	0	0	0
2	8	0	25	1229	0	9	0	6	2	0	1	0	0	0
2	8	0	27	183	0	5	2	0	0	1	1	1	0	0
2	8	0	29	242	0	6	3	0	0	0	2	1	2	0
2	9	0	0	0	0	0	0	0	0	0	0	0	0	0
2	9	0	25	1229	0	6	0	0	0	4	2	0	0	0
2	9	0	27	183	0	5	1	0	1	0	1	2	1	0
2	9	0	29	242	0	6	1	0	2	0	2	1	3	4
2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
2	10	0	25	1229	0	9	2	3	0	0	2	2	3	9
2	10	0	27	183	0	5	2	0	0	0	1	2	1	0
2	10	0	29	242	0	5	0	1	0	0	3	1	2	4
2	11	0	0	0	0	0	0	0	0	0	0	0	0	0
2	11	0	25	1229	0	22	4	12	1	2	1	2	1	0
2	11	0	27	183	0	5	1	1	1	0	0	2	0	0
2	11	0	29	242	0	3	1	0	0	1	1	0	0	0
2	12	0	0	0	0	0	0	0	0	0	0	0	0	0
2	12	0	25	1229	0	13	1	0	2	9	0	1	0	0
2	12	0	27	183	0	4	0	0	1	1	0	2	0	0
2	12	0	29	242	0	2	0	0	1	0	1	0	0	0
2	13	0	0	0	0	0	0	0	0	0	0	0	0	0
2	13	0	25	1229	0	7	0	0	0	0	0	7	0	0
2	13	0	27	183	0	3	0	0	0	0	1	2	2	1
2	13	0	29	242	0	0	0	0	0	0	0	0	0	0
2	14	0	0	0	0	0	0	0	0	0	0	0	0	0
2	14	0	25	1229	0	5	0	0	0	0	0	5	0	0
2	14	0	27	183	0	5	1	1	0	0	1	2	0	2
2	14	0	29	242	0	1	1	0	0	0	0	0	0	0
2	15	0	0	0	0	0	0	0	0	0	0	0	0	0
2	15	0	25	1229	0	5	0	0	0	0	0	5	0	0
2	15	0	27	183	0	5	0	1	1	0	1	2	0	0
2	15	0	29	242	0	0	0	0	0	0	0	0	0	0
2	16	0	0	0	0	0	0	0	0	0	0	0	0	0
2	16	0	25	1229	0	5	0	0	0	0	0	5	0	0
2	16	0	27	183	0	3	0	0	0	1	0	2	0	0
2	16	0	29	242	0	0	0	0	0	0	0	0	0	0
2	17	0	0	0	0	0	0	0	0	0	0	0	0	0
2	17	0	25	1229	0	5	0	0	0	0	0	5	0	0
2	17	0	27	183	0	3	0	0	0	0	0	3	0	0
2	17	0	29	242	0	0	0	0	0	0	0	0	0	0
2	18	0	0	0	0	0	0	0	0	0	0	0	0	0
2	18	0	25	1229	0	5	0	0	0	0	0	5	0	0
2	18	0	27	183	0	3	0	0	0	0	0	3	0	0
2	18	0	29	242	0	0	0	0	0	0	0	0	0	0
2	19	0	0	0	0	0	0	0	0	0	0	0	0	0
2	19	0	25	1229	0	3	0	0	0	0	0	3	0	0
2	19	0	27	183	0	2	0	0	0	0	0	2	0	0
2	19	0	29	242	0	0	0	0	0	0	0	0	0	0
2	20	0	0	0	0	0	0	0	0	0	0	0	0	0
2	20	0	25	1229	0	1	0	0	0	0	0	1	0	0
2	20	0	27	183	0	1	0	0	0	0	0	1	0	0
2	20	0	29	242	0	0	0	0	0	0	0	0	0	0
2	21	0	0	0	0	0	0	0	0	0	0	0	0	0
2	21	0	25	1229	0	1	0	0	0	0	0	1	0	0
2	21	0	27	183	0	0	0	0	0	0	0	0	0	0
2	21	0	29	242	0	0	0	0	0	0	0	0	0	0
2	22	0	0	0	0	0	0	0	0	0	0	0	0	0
2	22	0	25	1229	0	1	0	0	0	0	0	1	0	0
2	22	0	27	183	0	0	0	0	0	0	0	0	0	0
2	22	0	29	242	0	0	0	0	0	0	0	0	0	0
2	23	0	0	0	0	0	0	0	0	0	0	0	0	0
2	23	0	25	1229	0	1	0	0	0	0	0	1	0	0
2	23	0	27	183	0	0	0	0	0	0	0	0	0	0
2	23	0	29	242	0	0	0	0	0	0	0	0	0	0
2	24	0	0	0	0	0	0	0	0	0	0	0	0	0
2	24	0	25	1229	0	1	0	0	0	0	0	1	0	0
2	24	0	27	183	0	0	0	0	0	0	0	0	0	0
2	24	0	29	242	0	0	0	0	0	0	0	0	0	0
2	25	0	0	0	0	0	0	0	0	0	0	0	0	0
2	25	0	25	1229	0	1	0	0	0	0	0	1	0	0
2	25	0	27	183	0	0	0	0	0	0	0	0	0	0
2	25	0	29	242	0	0	0	0	0	0	0	0	0	0
2	26	0	0	0	0	0	0	0	0	0	0	0	0	0
2	26	0	25	1229	0	0	0	0	0	0	0	0	0	0
2	26	0	27	183	0	0	0	0	0	0	0	0	0	0
2	26	0	29	242	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	29	242	0	10	0	0	0	0	5	5	4	2
3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	0	27	183	0	4	2	2	0	0	0	0	0	0
3	1	0	29	242	0	9	2	0	0	0	4	3	1	3
3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2	0	27	183	0	4	1	1	0	2	0	0	0	0
3	2	0	29	242	0	4	0	0	1	0	2	1	3	1
3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
3	3	0	27	183	0	2	0	0	1	1	0	0	0	0
3	3	0	29	242	0	6	3	1	0	0	1	1	0	2
3	4	0	0	0	0	0	0	0	0	0	0	0	0	0
3	4	0	27	183	0	2	0	1	0	0	0	1	0	0
3	4	0	29	242	0	6	0	1	2	1	1	1	0	0
3	5	0	0	0	0	0	0	0	0	0	0	0	0	0
3	5	0	27	183	0	2	0	0	0	1	0	1	0	0
3	5	0	29	242	0	4	0	0	0	0	3	1	4	5
3	6	0	0	0	0	0	0	0	0	0	0	0	0	0
3	6	0	27	183	0	1	0	0	0	0	0	1	0	0
3	6	0	29	242	0	7	4	1	0	0	1	1	0	0
3	7	0	0	0	0	0	0	0	0	0	0	0	0	0
3	7	0	27	183	0	1	0	0	0	0	0	1	0	0
3	7	0	29	242	0	6	0	0	4	0	1	1	3	0
3	8	0	0	0	0	0	0	0	0	0	0	0	0	0
3	8	0	27	183	0	1	1	0	0	0	0	0	0	0
3	8	0	29	242	0	6	2	0	0	0	3	1	2	3
3	9	0	0	0	0	0	0	0	0	0	0	0	0	0
3	9	0	27	183	0	2	0	2	0	0	0	0	0	0
3	9	0	29	242	0	5	2	1	0	0	2	0	0	0
3	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3	10	0	27	183	0	1	0	0	0	1	0	0	0	0
3	10	0	29	242	0	3	0	0	1	1	1	0	0	0
3	11	0	0	0	0	0	0	0	0	0	0	0	0	0
3	11	0	27	183	0	0	0	0	0	0	0	0	0	0
3	11	0	29	242	0	1	0	0	0	0	0	1	0	0
3	12	0	0	0	0	0	0	0	0	0	0	0	0	0
3	12	0	27	183	0	0	0	0	0	0	0	0	0	0
3	12	0	29	242	0	1	0	0	0	0	0	1	0	0
3	13	0	0	0	0	0	0	0	0	0	0	0	0	0
3	13	0	27	183	0	0	0	0	0	0	0	0	0	0
3	13	0	29	242	0	1	0	0	0	0	0	1	0	0
3	14	0	0	0	0	0	0	0	0	0	0	0	0	0
3	14	0	27	183	0	0	0	0	0	0	0	0	0	0
3	14	0	29	242	0	1	0	0	0	0	0	1	0	0
3	15	0	0	0	0	0	0	0	0	0	0	0	0	0
3	15	0	27	183	0	0	0	0	0	0	0	0	0	0
3	15	0	29	242	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	29	242	0	10	0	0	0	0	5	5	5	5
4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1	0	27	183	0	4	2	2	0	0	0	0	0	0
4	1	0	29	242	0	10	3	1	0	0	3	3	1	2
4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2	0	25	1229	0	1	1	0	0	0	0	0	0	0
4	2	0	27	183	0	3	0	2	1	0	0	0	0	0
4	2	0	29	242	0	6	0	0	1	0	3	2	2	6
4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
4	3	0	25	1229	0	3	0	3	0	0	0	0	0	0
4	3	0	27	183	0	6	1	3	0	2	0	0	0	0
4	3	0	29	242	0	5	1	0	0	0	3	1	3	4
4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
4	4	0	25	1229	0	3	0	0	0	3	0	0	0	0
4	4	0	27	183	0	4	0	0	1	2	0	1	0	0
4	4	0	29	242	0	6	3	1	1	0	1	0	0	0
4	5	0	0	0	0	0	0	0	0	0	0	0	0	0
4	5	0	25	1229	0	3	0	0	0	0	0	3	0	0
4	5	0	27	183	0	3	0	0	0	0	1	2	1	2
4	5	0	29	242	0	4	0	0	1	1	2	0	0	0
4	6	0	0	0	0	0	0	0	0	0	0	0	0	0
4	6	0	25	1229	0	3	0	0	0	0	0	3	0	0
4	6	0	27	183	0	3	1	1	0	0	1	0	0	0
4	6	0	29	242	0	4	0	0	0	0	3	1	4	4
4	7	0	0	0	0	0	0	0	0	0	0	0	0	0
4	7	0	25	1229	0	3	1	1	0	0	0	1	0	0
4	7	0	27	183	0	6	1	3	0	1	1	0	0	0
4	7	0	29	242	0	4	2	0	0	0	1	1	3	1
4	8	0	0	0	0	0	0	0	0	0	0	0	0	0
4	8	0	25	1229	0	3	1	0	1	0	0	1	0	0
4	8	0	27	183	0	5	0	0	1	2	1	1	2	0
4	8	0	29	242	0	6	2	1	1	0	1	1	1	1
4	9	0	0	0	0	0	0	0	0	0	0	0	0	0
4	9	0	25	1229	0	2	0	0	1	0	0	1	0	0
4	9	0	27	183	0	7	2	0	0	0	2	3	3	1
4	9	0	29	242	0	6	1	1	1	1	1	1	1	1
4	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4	10	0	25	1229	0	4	1	1	0	0	1	1	3	1
4	10	0	27	183	0	7	2	0	0	0	2	3	2	1
4	10	0	29	242	0	7	1	1	1	0	2	2	4	4
4	11	0	0	0	0	0	0	0	0	0	0	0	0	0
4	11	0	25	1229	0	13	4	6	0	1	1	1	0	1
4	11	0	27	183	0	6	2	0	0	0	1	3	0	1
4	11	0	29	242	0	7	3	0	0	1	2	1	1	3
4	12	0	0	0	0	0	0	0	0	0	0	0	0	0
4	12	0	25	1229	0	8	1	3	1	2	0	1	0	0
4	12	0	27	183	0	6	0	1	2	0	0	3	0	0
4	12	0	29	242	0	6	0	1	2	0	2	1	2	3
4	13	0	0	0	0	0	0	0	0	0	0	0	0	0
4	13	0	25	1229	0	6	0	1	1	1	1	2	0	7
4	13	0	27	183	0	7	0	1	0	1	2	3	1	1
4	13	0	29	242	0	8	2	1	0	1	4	0	0	0
4	14	0	0	0	0	0	0	0	0	0	0	0	0	0
4	14	0	25	1229	0	10	0	8	0	1	0	1	0	0
4	14	0	27	183	0	7	1	0	0	1	1	4	2	0
4	14	0	29	242	0	6	0	0	2	0	4	0	0	0
4	15	0	0	0	0	0	0	0	0	0	0	0	0	0
4	15	0	25	1229	0	4	0	0	0	3	0	1	0	0
4	15	0	27	183	0	6	2	0	0	0	1	3	1	0
4	15	0	29	242	0	4	0	0	0	0	4	0	0	0
4	16	0	0	0	0	0	0	0	0	0	0	0	0	0
4	16	0	25	1229	0	4	0	0	0	0	0	4	0	0
4	16	0	27	183	0	5	1	0	2	0	0	2	0	0
4	16	0	29	242	0	4	0	0	0	0	4	0	0	0
4	17	0	0	0	0	0	0	0	0	0	0	0	0	0
4	17	0	25	1229	0	4	0	0	0	0	0	4	0	0
4	17	0	27	183	0	4	0	0	1	0	1	2	1	0
4	17	0	29	242	0	1	0	0	0	0	1	0	0	0
4	18	0	0	0	0	0	0	0	0	0	0	0	0	0
4	18	0	25	1229	0	3	0	0	0	0	0	3	0	0
4	18	0	27	183	0	3	1	0	0	0	1	1	2	0
4	18	0	29	242	0	0	0	0	0	0	0	0	0	0
4	19	0	0	0	0	0	0	0	0	0	0	0	0	0
4	19	0	25	1229	0	3	0	0	0	0	0	3	0	0
4	19	0	27	183	0	4	1	0	1	0	1	1	2	1
4	19	0	29	242	0	1	1	0	0	0	0	0	0	0
4	20	0	0	0	0	0	0	0	0	0	0	0	0	0
4	20	0	25	1229	0	3	1	0	0	0	0	2	0	0
4	20	0	27	183	0	5	1	1	1	0	1	1	0	0
4	20	0	29	242	0	1	0	0	1	0	0	0	0	0
4	21	0	0	0	0	0	0	0	0	0	0	0	0	0
4	21	0	25	1229	0	1	0	0	0	0	0	1	0	0
4	21	0	27	183	0	3	0	0	0	1	1	1	2	3
4	21	0	29	242	0	1	0	0	0	0	1	0	0	0
4	22	0	0	0	0	0	0	0	0	0	0	0	0	0
4	22	0	25	1229	0	2	1	1	0	0	0	0	0	0
4	22	0	27	183	0	4	1	0	0	0	1	2	1	1
4	22	0	29	242	0	2	0	2	0	0	0	0	0	0
4	23	0	0	0	0	0	0	0	0	0	0	0	0	0
4	23	0	25	1229	0	3	1	1	1	0	0	0	0	0
4	23	0	27	183	0	2	0	0	0	0	1	1	1	0
4	23	0	29	242	0	2	0	0	0	2	0	0	0	0
4	24	0	0	0	0	0	0	0	0	0	0	0	0	0
4	24	0	25	1229	0	1	0	0	0	0	1	0	0	0
4	24	0	27	183	0	1	1	0	0	0	0	0	0	0
4	24	0	29	242	0	1	0	0	0	0	0	1	0	0
4	25	0	0	0	0	0	0	0	0	0	0	0	0	0
4	25	0	25	1229	0	1	0	0	0	0	1	0	0	0
4	25	0	27	183	0	0	0	0	0	0	0	0	0	0
4	25	0	29	242	0	1	0	0	0	0	0	1	0	0
4	26	0	0	0	0	0	0	0	0	0	0	0	0	0
4	26	0	25	1229	0	0	0	0	0	0	0	0	0	0
4	26	0	27	183	0	0	0	0	0	0	0	0	0	0
4	26	0	29	242	0	1	0	0	0	0	0	1	0	0
4	27	0	0	0	0	0	0	0	0	0	0	0	0	0
4	27	0	25	1229	0	0	0	0	0	0	0	0	0	0
4	27	0	27	183	0	0	0	0	0	0	0	0	0	0
4	27	0	29	242	0	1	0	0	0	0	0	1	0	0
4	28	0	0	0	0	0	0	0	0	0	0	0	0	0
4	28	0	25	1229	0	0	0	0	0	0	0	0	0	0
4	28	0	27	183	0	0	0	0	0	0	0	0	0	0
4	28	0	29	242	0	1	0	0	0	0	0	1	0	0
4	29	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	0	25	1229	0	0	0	0	0	0	0	0	0	0
4	29	0	27	183	0	0	0	0	0	0	0	0	0	0
4	29	0	29	242	0	1	0	0	0	0	0	1	0	0
4	30	0	0	0	0	0	0	0	0	0	0	0	0	0
4	30	0	25	1229	0	0	0	0	0	0	0	0	0	0
4	30	0	27	183	0	0	0	0	0	0	0	0	0	0
4	30	0	29	242	0	1	0	0	0	0	0	1	0	0
4	31	0	0	0	0	0	0	0	0	0	0	0	0	0
4	31	0	25	1229	0	0	0	0	0	0	0	0	0	0
4	31	0	27	183	0	0	0	0	0	0	0	0	0	0
4	31	0	29	242	0	1	0	0	0	0	0	1	0	0
4	32	0	0	0	0	0	0	0	0	0	0	0	0	0
4	32	0	25	1229	0	0	0	0	0	0	0	0	0	0
4	32	0	27	183	0	0	0	0	0	0	0	0	0	0
4	32	0	29	242	0	1	0	0	0	0	0	1	0	0
4	33	0	0	0	0	0	0	0	0	0	0	0	0	0
4	33	0	25	1229	0	0	0	0	0	0	0	0	0	0
4	33	0	27	183	0	0	0	0	0	0	0	0	0	0
4	33	0	29	242	0	1	0	0	0	0	0	1	0	0
4	34	0	0	0	0	0	0	0	0	0	0	0	0	0
4	34	0	25	1229	0	0	0	0	0	0	0	0	0	0
4	34	0	27	183	0	0	0	0	0	0	0	0	0	0
4	34	0	29	242	0	1	0	0	0	0	0	1	0	0
4	35	0	0	0	0	0	0	0	0	0	0	0	0	0
4	35	0	25	1229	0	0	0	0	0	0	0	0	0	0
4	35	0	27	183	0	0	0	0	0	0	0	0	0	0
4	35	0	29	242	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	29	242	0	10	0	0	0	0	5	5	4	4
5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1	0	25	1229	0	2	1	1	0	0	0	0	0	0
5	1	0	27	183	0	5	3	2	0	0	0	0	0	0
5	1	0	29	242	0	9	0	1	0	0	4	4	4	3
5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2	0	25	1229	0	5	2	2	1	0	0	0	0	0
5	2	0	27	183	0	4	1	1	1	1	0	0	0	0
5	2	0	29	242	0	7	1	0	0	0	2	4	4	3
5	3	0	0	0	0	0	0	0	0	0	0	0	0	0
5	3	0	25	1229	0	4	0	2	1	1	0	0	0	0
5	3	0	27	183	0	5	2	1	1	1	0	0	0	0
5	3	0	29	242	0	9	2	0	1	0	2	4	2	3
5	4	0	0	0	0	0	0	0	0	0	0	0	0	0
5	4	0	25	1229	0	5	0	2	0	1	1	1	1	2
5	4	0	27	183	0	6	0	1	2	1	1	1	0	1
5	4	0	29	242	0	9	2	0	1	0	2	4	2	0
5	5	0	0	0	0	0	0	0	0	0	0	0	0	0
5	5	0	25	1229	0	6	1	2	0	0	1	2	1	3
5	5	0	27	183	0	4	0	1	0	0	2	1	3	4
5	5	0	29	242	0	9	2	0	2	0	2	3	2	1
5	6	0	0	0	0	0	0	0	0	0	0	0	0	0
5	6	0	25	1229	0	14	3	7	1	0	1	2	0	1
5	6	0	27	183	0	5	2	1	0	0	2	0	0	0
5	6	0	29	242	0	6	1	0	0	0	3	2	3	2
5	7	0	0	0	0	0	0	0	0	0	0	0	0	0
5	7	0	25	1229	0	13	1	2	2	5	1	2	1	1
5	7	0	27	183	0	7	1	1	2	1	2	0	0	0
5	7	0	29	242	0	6	1	0	1	0	2	2	0	0
5	8	0	0	0	0	0	0	0	0	0	0	0	0	0
5	8	0	25	1229	0	8	1	1	0	0	1	5	4	5
5	8	0	27	183	0	6	0	0	0	1	4	1	3	3
5	8	0	29	242	0	5	0	0	1	0	2	2	1	1
5	9	0	0	0	0	0	0	0	0	0	0	0	0	0
5	9	0	25	1229	0	17	5	5	1	1	1	4	1	0
5	9	0	27	183	0	6	1	0	0	0	4	1	0	2
5	9	0	29	242	0	7	2	3	0	0	1	1	2	0
5	10	0	0	0	0	0	0	0	0	0	0	0	0	0
5	10	0	25	1229	0	13	1	2	2	4	1	3	1	2
5	10	0	27	183	0	3	0	0	1	0	1	1	2	5
5	10	0	29	242	0	6	2	0	2	1	0	1	0	0
5	11	0	0	0	0	0	0	0	0	0	0	0	0	0
5	11	0	25	1229	0	14	1	4	1	1	2	5	3	2
5	11	0	27	183	0	5	1	1	0	0	2	1	1	1
5	11	0	29	242	0	4	1	2	1	0	0	0	0	0
5	12	0	0	0	0	0	0	0	0	0	0	0	0	0
5	12	0	25	1229	0	15	3	3	0	2	2	5	5	3
5	12	0	27	183	0	4	0	0	1	0	2	1	2	2
5	12	0	29	242	0	4	1	0	1	2	0	0	0	0
5	13	0	0	0	0	0	0	0	0	0	0	0	0	0
5	13	0	25	1229	0	20	6	5	2	1	2	4	3	3
5	13	0	27	183	0	4	1	0	0	0	2	1	8	2
5	13	0	29	242	0	3	0	0	0	0	1	2	4	4
5	14	0	0	0	0	0	0	0	0	0	0	0	0	0
5	14	0	25	1229	0	27	7	7	4	2	3	4	4	5
5	14	0	27	183	0	6	1	2	0	0	2	1	1	2
5	14	0	29	242	0	9	7	0	0	0	1	1	0	0
5	15	0	0	0	0	0	0	0	0	0	0	0	0	0
5	15	0	24	58	0	1	1	0	0	0	0	0	0	0
5	15	0	25	1229	0	25	3	3	4	3	7	5	9	8
5	15	0	27	183	0	5	1	1	0	1	2	0	0	0
5	15	0	29	242	0	3	0	0	2	0	1	0	0	0
5	16	0	0	0	0	0	0	0	0	0	0	0	0	0
5	16	0	15	374	0	3	1	2	0	0	0	0	0	0
5	16	0	20	272	0	3	1	2	0	0	0	0	0	0
5	16	0	23	86	0	1	1	0	0	0	0	0	0	0
5	16	0	24	58	0	2	0	1	1	0	0	0	0	0
5	16	0	25	1229	0	24	6	1	3	2	8	4	3	12
5	16	0	27	183	0	5	0	0	1	1	2	1	2	1
5	16	0	29	242	0	3	0	0	0	0	3	0	0	0
5	17	0	0	0	0	0	0	0	0	0	0	0	0	0
5	17	0	15	374	0	2	0	0	1	1	0	0	0	0
5	17	0	20	272	0	4	0	4	0	0	0	0	0	0
